date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:34	19959/19959	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-4df7%22	https://floriandambrine.com/fr/portfolio/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/fr/portfolio/index.html	(from https://floriandambrine.com/portfolio/)
16:15:34	75634/75634	---M--	200	added ('OK')	image/png	etag:%22602e847a-12772%22	https://floriandambrine.com/images/portfolio/logstash.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/logstash.png	(from https://floriandambrine.com/portfolio/)
16:15:34	100401/100401	---M--	200	added ('OK')	image/png	etag:%22602e847a-18831%22	https://floriandambrine.com/images/portfolio/jenkins.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/jenkins.png	(from https://floriandambrine.com/portfolio/)
16:15:34	132422/132422	---M--	200	added ('OK')	image/png	etag:%22602e847a-20546%22	https://floriandambrine.com/images/portfolio/archeo.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/archeo.png	(from https://floriandambrine.com/portfolio/)
16:15:35	154642/154642	---M--	200	added ('OK')	image/png	etag:%22602e847a-25c12%22	https://floriandambrine.com/images/portfolio/blog.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/blog.png	(from https://floriandambrine.com/portfolio/)
16:15:35	8864/8864	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-22a0%22	https://floriandambrine.com/portfolio/2014-08-ansible/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/portfolio/2014-08-ansible/index.html	(from https://floriandambrine.com/portfolio/)
16:15:35	111730/111730	---M--	200	added ('OK')	image/png	etag:%22602e847a-1b472%22	https://floriandambrine.com/images/portfolio/bitmusic.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/bitmusic.png	(from https://floriandambrine.com/portfolio/)
16:15:35	36944/36944	---M--	200	added ('OK')	image/jpeg	etag:%22602e847a-9050%22	https://floriandambrine.com/images/portfolio/legends-of-code2.jpg	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/legends-of-code2.jpg	(from https://floriandambrine.com/portfolio/)
16:15:35	1390231/1390231	---M--	200	added ('OK')	image/png	etag:%22602e847a-153697%22	https://floriandambrine.com/images/portfolio/vortex.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/vortex.png	(from https://floriandambrine.com/portfolio/)
16:15:36	9375/9375	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-249f%22	https://floriandambrine.com/portfolio/2014-06-logstash/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/portfolio/2014-06-logstash/index.html	(from https://floriandambrine.com/portfolio/)
16:15:36	8830/8830	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-227e%22	https://floriandambrine.com/portfolio/2014-05-jenkins-ci/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/portfolio/2014-05-jenkins-ci/index.html	(from https://floriandambrine.com/portfolio/)
16:15:36	8931/8931	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-22e3%22	https://floriandambrine.com/portfolio/2014-02-archeo-suite/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/portfolio/2014-02-archeo-suite/index.html	(from https://floriandambrine.com/portfolio/)
16:15:36	1007719/1007719	---M--	200	added ('OK')	image/png	etag:%22602e847a-f6067%22	https://floriandambrine.com/images/portfolio/lesartsdelagrimpe.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/lesartsdelagrimpe.png	(from https://floriandambrine.com/portfolio/)
